make_id,make_name,vehicle_type_id,vehicle_type_name,source_url,fetched_at_utc
5901,SEBRING,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5938,PANTHER,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6018,DAYTONA COACH BUILDERS,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6069,UCC,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6263,RS SPIDER,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6264,GRUPPE B,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6265,RALLY SPORT,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6313,RENAISSANCE,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6364,JAC 427,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6408,"HUNTER DESIGN GROUP, LLC",2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6473,BLACKWATER,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6663,"GULLWING INTERNATIONAL MOTORS, LTD.",2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6759,AMERITECH CORPORATION,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6792,STANFORD CUSTOMS,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6880,CLASSIC ROADSTERS,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
6986,HERITAGE,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
7099,COBRA CARS,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
